strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
J1682,rev3,rev3::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rev3::KanMX,S000006088-KanMX,S000006088,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1683,rev3,rev3::NatMX in SGA Query Background,J1682,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rev3::NatMX,S000006088-NatMX,S000006088,-80C #2,6,3,3,3,3,4,Ivana Sunjevaric,2012-03-06,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1684,rad10,rad10::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad10::KanMX,S000004560-KanMX,S000004560,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1685,rad10,rad10::NatMX in SGA Query Background,J1684,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad10::NatMX,S000004560-NatMX,S000004560,-80C #2,6,3,3,3,3,6,Ivana Sunjevaric,2012-03-06,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1686,hmt1,hmt1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 hmt1::NatMX,S000000238-NatMX,S000000238,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1687,sky1,sky1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 sky1::NatMX,S000004829-NatMX,S000004829,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1688,snf8,snf8::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 snf8::KanMX,S000005923-KanMX,S000005923,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1689,,,,,,,,,,,,,,,,,,,,,,
J1690,rad57,rad57::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad57::KanMX,S000002411-KanMX,S000002411,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1691,,,,,,,,,,,,,,,,,,,,,,
J1692,rad54,rad54::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad54::KanMX,S000003131-KanMX,S000003131,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1693,rad54,rad54::NatMX in SGA Query Background,J1692,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad54::NatMX,S000003131-NatMX,S000003131,-80C #2,6,3,3,3,4,4,Ivana Sunjevaric,2012-10-18,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1694,dhh1,dhh1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 dhh1::KanMX,S000002319-KanMX,S000002319,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1695,dhh1,dhh1::NatMX in SGA Query Background,J1694,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 dhh1::NatMX,S000002319-NatMX,S000002319,-80C #2,6,3,3,3,4,6,Ivana Sunjevaric,2012-10-18,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1696,rad55,rad55::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rad55::KanMX,S000002483-KanMX,S000002483,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1697,,,,,,,,,,,,,,,,,,,,,,
J1698,csm3,csm3::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 csm3::KanMX,S000004651-KanMX,S000004651,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1699,csm3,csm3::NatMX in SGA Query Background,J1698,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 csm3::NatMX,S000004651-NatMX,S000004651,-80C #2,6,3,3,3,5,2,Ivana Sunjevaric,2012-10-18,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1700,mms2,mms2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 mms2::KanMX,S000003055-KanMX,S000003055,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1701,mms2,mms2::NatMX in SGA Query Background,J1700,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 mms2::NatMX,S000003055-NatMX,S000003055,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1702,irc21,irc21::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 irc21::KanMX,S000004677-KanMX,S000004677,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1703,irc21,irc21::NatMX in SGA Query Background,J1702,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 irc21::NatMX,S000004677-NatMX,S000004677,-80C #2,6,3,3,3,4,6,Ivana Sunjevaric,2012-10-17,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1704,reg1,reg1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 reg1::KanMX,S000002435-KanMX,S000002435,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1705,,,,,,,,,,,,,,,,,,,,,,
J1706,tri1,tri1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 tri1::KanMX,S000004846-KanMX,S000004846,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1707,tri1,tri1::NatMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 tri1::NatMX,S000004846-NatMX,S000004846,-80C #2,,,,,,,,,,SGA-Query-NAT & Project-Cisplatin,,,
J1708,,,,,,,,,,,,,,,,,,,,,,
J1709,,,,,,,,,,,,,,,,,,,,,,
J1710,,,,,,,,,,,,,,,,,,,,,,
J1711,,,,,,,,,,,,,,,,,,,,,,
J1712,,,,,,,,,,,,,,,,,,,,,,
J1713,,,,,,,,,,,,,,,,,,,,,,
J1714,,,,,,,,,,,,,,,,,,,,,,
J1715,,,,,,,,,,,,,,,,,,,,,,
J1716,,,,,,,,,,,,,,,,,,,,,,
J1717,,,,,,,,,,,,,,,,,,,,,,
J1718,,,,,,,,,,,,,,,,,,,,,,
J1719,,,,,,,,,,,,,,,,,,,,,,
J1720,,,,,,,,,,,,,,,,,,,,,,
J1721,,,,,,,,,,,,,,,,,,,,,,
J1722,,,,,,,,,,,,,,,,,,,,,,
J1723,,,,,,,,,,,,,,,,,,,,,,
J1724,yku70,yku70::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 yku70::KanMX,S000004897-KanMX,S000004897,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1725,yku70,yku70::NatMX in SGA Query Background,J1724,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 yku70::NatMX,S000004897-NatMX,S000004897,-80C #2,6,3,3,3,6,5,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1726,dbf2,dbf2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 dbf2::KanMX,S000003324-KanMX,S000003324,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1727,dbf2,dbf2::NatMX in SGA Query Background,J1726,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 dbf2::NatMX,S000003324-NatMX,S000003324,-80C #2,6,3,3,3,6,7,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,Seems to have difficulty going through SGA (Fail after sporulation),Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1728,exo1,exo1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 exo1::KanMX,S000005559-KanMX,S000005559,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1729,exo1,exo1::NatMX in SGA Query Background,J1728,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 exo1::NatMX,S000005559-NatMX,S000005559,-80C #2,6,3,3,3,7,1,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1730,siz1,siz1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 siz1::KanMX,S000002817-KanMX,S000002817,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1731,siz1,siz1::NatMX in SGA Query Background,J1730,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 siz1::NatMX,S000002817-NatMX,S000002817,-80C #2,6,3,3,3,7,3,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1732,ddc1,ddc1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 ddc1::KanMX,S000006115-KanMX,S000006115,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1733,ddc1,ddc1::NatMX in SGA Query Background,J1732,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 ddc1::NatMX,S000006115-NatMX,S000006115,-80C #2,6,3,3,3,7,5,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1734,psy2,psy2::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 psy2::KanMX,S000005145-KanMX,S000005145,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1735,psy2,psy2::NatMX in SGA Query Background,J1736,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 psy2::NatMX,S000005145-NatMX,S000005145,-80C #2,6,3,3,3,7,7,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1736,rev7,rev7::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rev7::KanMX,S000001401-KanMX,S000001401,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1737,rev7,rev7::NatMX in SGA Query Background,J1736,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rev7::NatMX,S000001401-NatMX,S000001401,-80C #2,6,3,3,3,8,1,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1738,saw1,saw1::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 saw1::KanMX,S000000025-KanMX,S000000025,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1739,saw1,saw1::NatMX in SGA Query Background,J1738,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 saw1::NatMX,S000000025-NatMX,S000000025,-80C #2,6,3,3,3,8,3,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1740,sin4,sin4::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 sin4::KanMX,S000005180-KanMX,S000005180,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1741,sin4,sin4::NatMX in SGA Query Background,J1740,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 sin4::NatMX,S000005180-NatMX,S000005180,-80C #2,6,3,3,3,8,5,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1742,rdh54,rdh54::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rdh54::KanMX,S000000277-KanMX,S000000277,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1743,rdh54,rdh54::NatMX in SGA Query Background,J1742,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 rdh54::NatMX,S000000277-NatMX,S000000277,-80C #2,6,3,3,3,8,7,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1744,top3,top3::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 top3::KanMX,S000004224-KanMX,S000004224,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1745,top3,top3::NatMX in SGA Query Background,J1744,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 top3::NatMX,S000004224-NatMX,S000004224,-80C #2,8,4,4,2,1,1,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1746,ctf4,ctf4::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 ctf4::KanMX,S000006339-KanMX,S000006339,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1747,ctf4,ctf4::NatMX in SGA Query Background,J1746,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 ctf4::NatMX,S000006339-NatMX,S000006339,-80C #2,8,4,4,2,1,3,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,,TRUE
J1748,swi4,swi4::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 swi4::KanMX,S000000913-KanMX,S000000913,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1749,swi4,swi4::NatMX in SGA Query Background,J1748,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 swi4::NatMX,S000000913-NatMX,S000000913,-80C #2,8,4,4,2,1,5,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1750,slx8,slx8::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 slx8::KanMX,S000000918-KanMX,S000000918,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1751,slx8,slx8::NatMX in SGA Query Background,J1750,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 slx8::NatMX,S000000918-NatMX,S000000918,-80C #2,8,4,4,2,1,7,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal.,TRUE
J1752,psy4,psy4::KanMX in SGA Query Background,R1266,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 psy4::KanMX,S000000142-KanMX,S000000142,-80C #2,,,,,,,,,,SGA-Query-KAN,,,
J1753,psy4,psy4::NatMX in SGA Query Background,J1752,BY (S288C),alpha,can1∆::STE2pr-Sp_his5 lyp1∆::STE3pr-LEU2 his3∆1 leu2∆0 ura3∆0 met15∆0 psy4::NatMX,S000000142-NatMX,S000000142,-80C #2,8,4,4,2,2,1,Ivana Sunjevaric,2014-09-08,,SGA-Query-NAT & Project-Cisplatin,,Not yet validated with gene internal. Need to get Distal primers from Ivana.,TRUE
J1754,,,,,,,,,,,,,,,,,,,,,,
J1755,,,,,,,,,,,,,,,,,,,,,,
